S.No,Sector,Portal Name,Portal URL,Status
827,Education & Training,(Error: Message: no such element: Unab),(Error),Extraction Error
828,Education & Training,"Central Hindi Directorate, New Delhi",https://chd.education.gov.in/,Timeout
829,Education & Training,Central Institute of Buddhist Studies,https://cibs.ac.in/directors-desk,Working
830,Education & Training,Central Institute of Educational Technology (CIET),https://ciet.ncert.gov.in/,Working
831,Education & Training,Central Institute of Fisheries Nautical and Engineering Training,https://cifnet.gov.in/,Connection Failed
832,Education & Training,Central Institute of Himalayan culture Studies (CIHCS),https://cihcs.edu.in/,Working
833,Education & Training,Central Institute of Indian Languages (CIIL),https://www.ciil.org/,Working
834,Education & Training,Central Institute of Medicinal and Aromatic Plants (CIMAP),https://www.cimap.res.in/,Working
835,Education & Training,Central Institute of Psychiatry (CIP),https://cipranchi.nic.in/,Connection Failed
836,Education & Training,"Central Muga Eri Research and Training Institute (CMER and TI), Lahdoigarh",https://cmerti.res.in/,Working
837,Education & Training,(Error: Message: no such element: Unab),(Error),Extraction Error
838,Education & Training,Central Sanskrit University,https://sanskrit.nic.in/,Working
839,Education & Training,"Central Seat Allocation Board (CSAB), Joint Entrance Examination (Main)",https://csab.nic.in/,Working
840,Education & Training,Central Secretariat Library (CSL),https://csl.nic.in/,Connection Failed
841,Education & Training,"Central Sericultural Research and Training Institute (CSRTI), Berhampore",https://www.csrtiber.res.in/,Working
842,Education & Training,"Central Sericultural Research and Training Institute (CSRTI), Mysore",https://www.csrtimys.res.in/,Working
843,Education & Training,"Central Silk Technological Research Institute (CSTRI), Bangalore",https://cstri.res.in/,Working
844,Education & Training,"Central Tasar Research and Training Institute, Ranchi",https://ctrti.res.in/,Working
845,Education & Training,Central Teacher Eligibility Test (CTET),https://ctet.nic.in/,Working
846,Education & Training,Central Tribal University of Andhra Pradesh,https://www.ctuap.ac.in/,Working
847,Education & Training,Central University Portal,https://cup.ugc.ac.in/,Dead (404)
848,Education & Training,Central University of Bihar (CUB),https://www.cusb.ac.in/,Working
849,Education & Training,"Central University of Gujarat, Gandhinagar, Gujarat",https://www.cug.ac.in/,Working
850,Education & Training,Central University of Haryana,https://www.cuh.ac.in/,Dead (404)
851,Education & Training,Central University of Himachal Pradesh,https://www.cuhimachal.ac.in/,Working
852,Education & Training,"Central University of Jammu, Jammu and Kashmir",https://www.cujammu.ac.in/,Working
853,Education & Training,"Central University of Jharkhand, Jharkhand",https://www.cuj.ac.in/,Working
854,Education & Training,Central University of Karnataka,https://www.cuk.ac.in/,Working
855,Education & Training,Central University of Kashmir,https://www.cukashmir.ac.in/,Working
856,Education & Training,"Central University of Kerala, Kasaragod, Kerala",https://www.cukerala.ac.in/,Working
857,Education & Training,"Central University of Odisha, Koraput",https://cuo.ac.in/,Working
858,Education & Training,Central University of Punjab (CUP),https://cup.edu.in/,Working
859,Education & Training,Central University of Rajasthan,https://www.curaj.ac.in/,Working
860,Education & Training,Central University of Tamil Nadu,https://cutn.ac.in/,Working
861,Employment & Labour,Abhinav Pahal,https://abhinavpahal.nic.in/,Error (405)
862,Employment & Labour,Apprenticeship Training Portal,https://www.apprenticeshipindia.gov.in/,Working
863,Employment & Labour,Arunachal Pradesh Staff Selection Board,https://apssb.nic.in/,Working
864,Employment & Labour,Assam Skill Development Mission,https://asdm.assam.gov.in/,Working
865,Employment & Labour,(Error: Message: no such element: Unab),(Error),Extraction Error
866,Employment & Labour,"Berojgari Bhatta Portal, Chhattisgarh",https://berojgaribhatta.cg.nic.in/,Timeout
867,Employment & Labour,"Bina Mulya Samajik Suraksha Yojana, West Bengal",https://bmssy.wblabour.gov.in/,Working
868,Employment & Labour,"Cacora Government Industrial Training Institute, Goa",https://iticacora.goa.gov.in/,Error (403)
869,Employment & Labour,"Canacona Government Industrial Training Institute, Goa",https://iticanacona.goa.gov.in/,Connection Failed
870,Employment & Labour,Capacity Building Commission,https://cbc.gov.in/,Error (403)
871,Employment & Labour,Central Government Industrial Tribunal,https://cgit.labour.gov.in/,Working
872,Employment & Labour,"Central Staff Training and Research Institute (CSTARI), Kolkata",https://www.cstaricalcutta.gov.in/,Working
873,Employment & Labour,Chief Labour Commissioner (Central),https://clc.gov.in/,Working
874,Employment & Labour,"Commissionerate of Employmnet and Traning, Tamil Nadu",https://skilltraining.tn.gov.in/,Connection Failed
875,Employment & Labour,"Commissionerate of Labour, Assam",https://labourcommissioner.assam.gov.in/,Working
876,Employment & Labour,"Commissionerate of Labour, Labour, Skill Development &amp; Employment Department, Gujarat",https://www.col.gujarat.gov.in/,Connection Failed
877,Employment & Labour,"Commissionerate of Skill Development, Employment &amp; Entrepreneurship, Maharashtra",https://rojgar.mahaswayam.gov.in/,Working
878,Employment & Labour,"Craft Development Institute (CDI), Jammu and Kashmir",https://cdisgr.org/,Connection Failed
879,Employment & Labour,Dattopant Thengadi National Board for Workers Education and Development,https://dtnbwed.cbwe.gov.in/,Working
880,Employment & Labour,Delhi Building and Other Construction Workers Welfare Board,https://bocw.delhi.gov.in/,Working
881,Employment & Labour,Delhi Labour Welfare Board,https://dlwb.delhi.gov.in/,Working
882,Employment & Labour,Delhi Subordinate Services Selection Board,https://dsssb.delhi.gov.in/,Working
883,Employment & Labour,Directorate General Factory Advice Service and Labour Institutes (DGFASLI),https://dgfasli.gov.in/,Working
884,Employment & Labour,Directorate General of Employment (DGE),https://dge.gov.in/,Too Many Redirects
885,Employment & Labour,Directorate General of Training (DGT),https://dgt.gov.in/,Dead (404)
886,Employment & Labour,"Directorate of Boilers, Gujarat",https://boiler.gujarat.gov.in/,Connection Failed
887,Employment & Labour,"Directorate of Employment &amp; Training, Gujarat",https://employment.gujarat.gov.in/,Working
888,Employment & Labour,"Directorate of Employment Services and Manpower Planning, Tripura",https://employment.tripura.gov.in/,Working
889,Employment & Labour,"Directorate of Employment and Craftsmen Training, Assam",https://dect.assam.gov.in/,Working
890,Employment & Labour,"Directorate of Employment and Training (DET), Gujarat",https://talimrojgar.gujarat.gov.in/,Connection Failed
891,Employment & Labour,"Directorate of Employment and Training, Jharkhand",https://iti.jharkhand.gov.in/,Working
892,Employment & Labour,"Directorate of Employment, Delhi",https://onlineemploymentportal.delhi.gov.in/,Working
893,Employment & Labour,"Directorate of Employment, Delhi",https://employment.delhi.gov.in/,Working
894,Employment & Labour,"Directorate of Employment, Haryana",https://hrex.gov.in/,Connection Failed
895,Employment & Labour,"Directorate of Employment, Jammu and Kashmir",https://jakemp.nic.in/,Dead (404)
896,Employment & Labour,"Directorate of Employment, Odisha",https://empmission.odisha.gov.in/,Connection Failed
897,Employment & Labour,"Directorate of Factories and Boilers, Odisha",https://dfb.odisha.gov.in/,Working
898,Employment & Labour,"Directorate of Factories, West Bengal",https://wbfactories.gov.in/,Timeout
899,Employment & Labour,"Directorate of Industrial Safety and Health, Gujarat",https://dish.gujarat.gov.in/,Connection Failed
900,Employment & Labour,"Directorate of Industrial Safety and Health, Tamil Nadu",https://dish.tn.gov.in/,Working
901,Employment & Labour,"Directorate of Training, Chhattisgarh",https://webtest.cgstate.gov.in/,Connection Failed
902,Employment & Labour,"EPFiGMS - Employees Provident Fund, Grievance Management System, New Delhi",https://epfigms.gov.in/,Dead (404)
903,Employment & Labour,Electronic Human Resource Management System 2.0,https://e-hrms.gov.in/,Working
904,Employment & Labour,"Employee Performance Monitoring Portal (EPM), Jammu and Kashmir",https://epm.jk.gov.in/,Dead (404)
905,Employment & Labour,"Employees Provident Fund Organisation, Jammu and Kashmir",https://jkepfo.gov.in/,Working
906,Employment & Labour,"Employees State Insurance Healthcare under Ministry of Labour &amp; Employment, Haryana",https://hryesi.gov.in/,Working
907,Employment & Labour,"Employment Bank, West Bengal",https://employmentbankwb.gov.in/,Working
908,Employment & Labour,"Employment Department, Ladakh",https://ladakh.gov.in/employment,Working
909,Employment & Labour,"Employment Exchange Portal, Assam",https://employment.assam.gov.in/,Connection Failed
910,Employment & Labour,"Employment Exchange, Manipur",https://employmentservicemanipur.nic.in/,Timeout
911,Employment & Labour,"Employment Guarantee Scheme, Planning Department, Maharashtra",https://mahaegs.maharashtra.gov.in/en,Timeout
912,Employment & Labour,Employment News,https://employmentnews.gov.in/,Connection Failed
913,Employment & Labour,"Employment and Training Department, Tamil Nadu",https://employmentexchange.tn.gov.in/,Working
914,Employment & Labour,"Factories and Boilers Inspection Department, Rajasthan",https://rajfab.rajasthan.gov.in/,Working
915,Employment & Labour,"Factories and Boilers Organisation, Tripura",https://factory.tripura.gov.in/,Working
916,Employment & Labour,"Haryana Kaushal Rozgar Nigam, Haryana",https://hkrnl.itiharyana.gov.in/,Error (401)
917,Employment & Labour,(Error: Message: no such element: Unab),(Error),Extraction Error
918,Employment & Labour,"Haryana Staff Selection Commission, Haryana",https://onetimeregn.haryana.gov.in/,Server Error
919,Employment & Labour,India Accessible Campaign,https://sugamyabharat.gov.in/,Connection Failed
920,Employment & Labour,Indian Institute of Entrepreneurship,https://iie.gov.in/,Connection Failed
921,Employment & Labour,Indian Labour Archives (ILA),https://indianlabourarchives.org/,Working
922,Employment & Labour,"Inspectorate of Boilers, Assam",https://cib.assam.gov.in/,Working
923,Employment & Labour,"Inspectorate of Factories, Assam",https://ciflabour.assam.gov.in/,Working
924,Employment & Labour,"Integrated Recruitment Portal, Uttarakhand",https://irp.uk.gov.in/,Timeout
925,Employment & Labour,Jeevan Pramaan - Digital Life Certificate for Pensioners,https://jeevanpramaan.gov.in/,Timeout
926,Employment & Labour,"Jharkhand Staff Selection Commission, Jharkhand",https://jssc.nic.in/,Timeout
927,Employment & Labour,Karmayogi Bharat,https://karmayogibharat.gov.in/,Working
928,Employment & Labour,"Karnataka Public Service Commission, Karnataka",https://www.kpsc.kar.nic.in/,Connection Failed
929,Employment & Labour,Labour Bureau,https://labourbureau.gov.in/,Connection Failed
930,Employment & Labour,"Labour Commissionerate (Maintains Industrial Relations), West Bengal",https://www.wblc.gov.in/,Connection Failed
931,Employment & Labour,"Labour Commissionerate (Shops &amp; Establishments Online Registration, Changes etc.), West Bengal",https://wbshopsonline.gov.in/,Connection Failed
932,Employment & Labour,"Labour Commissionerate, Kerala",https://lc.kerala.gov.in/,Working
933,Employment & Labour,"Labour Department, Chhattisgarh",https://shramevjayate.cg.gov.in/,Working
934,Employment & Labour,"Labour Department, Sikkim",https://labour.sikkim.gov.in/,Dead (404)
935,Employment & Labour,"Labour Directorate, Odisha",https://labdirodisha.gov.in/,Connection Failed
936,Employment & Labour,(Error: Message: no such element: Unab),(Error),Extraction Error
937,Employment & Labour,"Madhya Pradesh Employment Portal, Madhya Pradesh",https://mprojgar.gov.in/,Working
938,Employment & Labour,Maharashtra Apprenticeship Promotion Scheme (MAPS),https://maps.dvet.gov.in/,Dead (404)
939,Employment & Labour,"Mahatma Gandhi Labour Institute, Gujarat",https://mgli.gujarat.gov.in/,Connection Failed
940,Employment & Labour,"Margao Government Industrial Training Institute, Goa",https://itimargao.goa.gov.in/,Working
941,Employment & Labour,Micro Small and Medium Enterprises Sampark,https://sampark.msme.gov.in/,Connection Failed
942,Employment & Labour,"Mukhya Mantri Seekho Kamao Yojna, Madhya Pradesh",https://mmsky.mp.gov.in/,Connection Failed
943,Employment & Labour,National Career Service,https://www.ncs.gov.in/,Dead (404)
944,Employment & Labour,National Council for Vocational Training (NCVT),https://ncvtmis.gov.in/,Working
945,Employment & Labour,"National Employment Service, Kerala",https://employment.kerala.gov.in/,Working
946,Employment & Labour,National Institute for Entrepreneurship and Small Business Development (NIESBUD),https://niesbud.nic.in/,Connection Failed
947,Employment & Labour,National Instructional Media Institute (NIMI),https://nimi.gov.in/,Working
948,Employment & Labour,National Qualifications Register,https://nqr.gov.in/,Error (403)
949,Employment & Labour,"National Skill Trainers Institute (NSTI), Dehradun",https://nstidehradun.dgt.gov.in/,Working
950,Employment & Labour,"National Skill Trainers Institute for Women, Tura",https://nstiwtura.dgt.gov.in/,Working
951,Employment & Labour,"Online Portal for Government Recruitments, Puducherry",https://recruitment.py.gov.in/,Dead (404)
952,Employment & Labour,"Online Recruitment Application System, Manipur",https://megrecruitment.nic.in/,Timeout
953,Employment & Labour,"Online Recruitment Portal, Andaman and Nicobar Administration",https://karmic.andaman.gov.in/,Connection Failed
954,Employment & Labour,"Overseas Development and Employment Promotion Consultants Ltd. (ODEPC), Kerala",https://odepc.kerala.gov.in/,Working
955,Employment & Labour,"Overseas Manpower Company Andhra Pradesh Limited, Andhra Pradesh",https://omc.ap.gov.in/,Connection Failed
956,Employment & Labour,"Panaji Government Industrial Training Institute, Goa",https://itipanaji.goa.gov.in/,Working
957,Employment & Labour,"Pension Suvidha Portal, Jammu &amp; Kashmir",https://pensionsuvidha.jk.gov.in/jkpension,Dead (404)
958,Employment & Labour,"Pernem Government Industrial Training Institute, Goa",https://itipernem.goa.gov.in/,Error (403)
959,Employment & Labour,(Error: Message: no such element: Unab),(Error),Extraction Error
960,Employment & Labour,Pradhan Mantri Kaushal Vikas Yojana (PMKVY),https://pmkvyofficial.org/,Connection Failed
961,Employment & Labour,Public Enterprises Selection Board (PESB),https://pesb.gov.in/,Dead (404)
962,Employment & Labour,"Punjab Ghar Ghar Rozgar &amp; Karobar Mission, Punjab",https://www.pgrkam.com/,Working
963,Employment & Labour,Railway Recruitment Board,https://www.rrbapply.gov.in/,Working
964,Employment & Labour,"Railway Recruitment Board (RRB), Ahmedabad",https://rrbahmedabad.gov.in/,Working
965,Employment & Labour,"Railway Recruitment Board (RRB), Prayagraj",https://rrbpryj.gov.in/,Working
966,Employment & Labour,Rajasthan Recruitment Portal,https://recruitment.rajasthan.gov.in/,Error (405)
967,Employment & Labour,"Rajasthan Staff Selection Board, Jaipur, Rajasthan",https://rsmssb.rajasthan.gov.in/,Connection Failed
968,Employment & Labour,"Recruitment Rules Formulation, Amendment and Monitoring System",https://rrfams.nic.in/,Working
969,Employment & Labour,"Regional Directorate of Apprenticeship Training (RDAT), Chennai",https://rdsdetamilnadu.dgt.gov.in/,Working
970,Employment & Labour,"Regional Directorate of Apprenticeship Training, Mumbai (Western Region)",https://rdsdemaharashtra.dgt.gov.in/,Working
971,Employment & Labour,"Regional Directorate of Skill Development and Entrepreneurship, Telangana",https://rdsdetelangana.dgt.gov.in/,Working
972,Employment & Labour,(Error: Message: no such element: Unab),(Error),Extraction Error
973,Employment & Labour,Registration of Labour Laws at Shram Suvidha Portal,https://registration.shramsuvidha.gov.in/,Working
974,Employment & Labour,"Rojgaar Sangam, Uttar Pradesh",https://sewayojan.up.nic.in/,Working
975,Employment & Labour,(Error: Message: no such element: Unab),(Error),Extraction Error
976,Employment & Labour,(Error: Message: no such element: Unab),(Error),Extraction Error
977,Employment & Labour,"SHRAMADHAN - Comprehensive Labour Management System, Jharkhand",https://shramadhan.jharkhand.gov.in/,Connection Failed
978,Employment & Labour,"Sattari Government Industrial Training Institute, Goa",https://itisattari.goa.gov.in/,Working
979,Employment & Labour,"Sewa Mitra, Uttar Pradesh",https://sewamitra.up.gov.in/,Working
980,Employment & Labour,Shram Suvidha,https://shramsuvidha.gov.in/,Working
981,Employment & Labour,Skill Development Initiative Scheme (SDIS),https://sdis.gov.in/,Connection Failed
982,Employment & Labour,Skill India Digital Hub (SIDH),https://www.skillindiadigital.gov.in/,Working
983,Employment & Labour,"Social Security Pension, Rajasthan",https://ssp.rajasthan.gov.in/,Dead (404)
984,Employment & Labour,"Staff Selection Commission (SSC), Central Region",https://www.ssc-cr.org/,Working
985,Employment & Labour,"Staff Selection Commission (SSC), Eastern Region (Kolkata)",https://www.sscer.org/,Working
986,Energy & Power,"Additional Sources of Energy Department, Uttar Pradesh",https://upneda.org.in/,Timeout
987,Energy & Power,"Agency for Non Conventional Energy and Rural Technology (ANERT), Kerala",https://anert.gov.in/,Working
988,Energy & Power,Appellate Tribunal for Electricity (APTEL),https://aptel.gov.in/,Working
989,Energy & Power,Assam Energy Development Agency (AEDA),https://aeda.assam.gov.in/,Working
990,Energy & Power,Assam State Designated Agency (ASDA),https://asdagov.in/,Working
991,Energy & Power,Bharat Heavy Electricals Limited (BHEL),https://www.bhel.com/,Working
992,Energy & Power,"Bihar State Power Holding Company Limited (BSPHCL), Patna, Bihar",https://www.bsphcl.co.in/,Working
993,Energy & Power,Bureau of Energy Efficiency (BEE),https://beeindia.gov.in/,Working
994,Energy & Power,Central Electricity Authority (CEA),https://cea.nic.in/,Connection Failed
995,Energy & Power,Central Electricity Authority for DPR Clearance (CEA),https://ceaclearance.gov.in/,Working
996,Energy & Power,Central Electricity Regulatory Commission (CERC),https://cercind.gov.in/,Connection Failed
997,Energy & Power,"Central Power Research Institute (CPRI), Bangalore",https://cpri.in/,Timeout
998,Energy & Power,Central Power Research Institute (CPRI),https://cpri.res.in/,Working
999,Energy & Power,Central Transmission Utility of India Ltd. (CTUIL),https://ctuil.in/,Error (403)
1000,Energy & Power,"Chief Engineer (E/S) and Chief Electrical Inspector, Madhya Pradesh",https://cei.mp.gov.in/,Working
1001,Energy & Power,Damodar Valley Corporation (DVC),https://www.dvc.gov.in/,Error (405)
1002,Energy & Power,Directorate of Purchase and Stores,https://www.dps.gov.in/,Working
1003,Energy & Power,Eastern Regional Load Despatch Center,https://erldc.in/,Connection Failed
1004,Energy & Power,Eastern Regional Power Committee (ERPC),https://erpc.gov.in/,Working
1005,Energy & Power,"Electrical Inspectorate Department, ​Telangana",https://tgceig.cgg.gov.in/,Working
1006,Energy & Power,"Electricity Ombudsman(Mumbai), Maharashtra",https://www.mercombudsman.org.in/,Connection Failed
1007,Energy & Power,Energy Efficiency Services Limited (EESL),https://www.eeslindia.org/,Working
1008,Energy & Power,"Energy Management Centre, Kerala",https://www.keralaenergy.gov.in/,Working
1009,Energy & Power,Forum of Regulators,https://forumofregulators.gov.in/,Working
1010,Energy & Power,"Green Energy Training Research Institute (GETRI), Gujarat",https://getri.org/,Working
1011,Energy & Power,Grid Controller of India Limited,https://posoco.in/,Working
1012,Energy & Power,Gujarat Natural Farming Science University,https://goau.gujarat.gov.in/,Connection Failed
1013,Energy & Power,"Gujarat State Electricity Corporation Limited (GSECL), Vadodara, Gujarat",https://www.gsecl.in/,Working
1014,Energy & Power,"H.P. Government Energy Development Agency (HIMURJA), Himachal Pradesh",https://himurja.hp.gov.in/,Working
1015,Energy & Power,India Renewable Idea Exchange Portal (IRIX),https://irix.gov.in/,Working
1016,Energy & Power,"Indraprastha Power Generation Co. Ltd., Delhi",https://www.ipgcl-ppcl.gov.in/,Connection Failed
1017,Energy & Power,"Inspectorate of Electricity (IEC), Assam",https://cei.assam.gov.in/,Working
1018,Energy & Power,Integrated Power Development Scheme (IPDS),https://www.ipds.gov.in/,Error (401)
1019,Energy & Power,"Jammu &amp; Kashmir Energy Development Agency (JAKEDA), Jammu and Kashmir",https://www.jakeda.in/,Dead (404)
1020,Energy & Power,Joint Electricity Regulatory Commission (JERC),https://jercuts.gov.in/,Working
1021,Energy & Power,Joint Electricity Regulatory Commission for the States of Manipur and Mizoram (JERC),https://jerc.mizoram.gov.in/,Working
1022,Energy & Power,"Kerala Electricity Ombudsman, Kerala",https://www.keralaeo.org/,Connection Failed
1023,Energy & Power,"M.P Power Generating Company Limited (MPPGCL), Madhya Pradesh",https://www.mppgcl.mp.gov.in/,Working
1024,Energy & Power,"M.P. Paschim Kshetra Vidyut Vitran Co. Ltd., Madhya Pradesh",https://www.mpwz.co.in/,Working
1025,Energy & Power,"Madhya Pradesh Poorv Kshetra Vidyut Vitran Company Limited (MPPKVVCL), Madhya Pradesh",https://www.mpez.co.in/,Working
1026,Energy & Power,"Madhya Pradesh Power Transmission Company Ltd. (MPPTCL), Madhya Pradesh",https://www.mptransco.in/,Working
1027,Energy & Power,"Maharashtra Energy Development Agency (MEDA), Maharashtra",https://www.mahaurja.com/,Dead (404)
1028,Energy & Power,"Mahavitran - Maharashtra State Electricity Distribution Company Limited, Maharashtra",https://wss.mahadiscom.in/wss/wss,Working
1029,Energy & Power,"Meghalaya New and Renewable Energy Development Agency, Meghalaya",https://mnreda.gov.in/,Timeout
1030,Energy & Power,"Meghalaya State Designated Agency, Meghalaya",https://msda.nic.in/,Connection Failed
1031,Energy & Power,(Error: Message: no such element: Unab),(Error),Extraction Error
1032,Energy & Power,National Energy Conservation Award (NECA),https://neca.beeindia.gov.in/,Too Many Redirects
1033,Energy & Power,National Hydroelectric Power Corporation Limited (NHPC),https://www.nhpcindia.com/,Working
1034,Energy & Power,National Institute of Solar Energy,https://nise.res.in/,Working
1035,Energy & Power,National Institute of Wind Energy,https://niwe.res.in/,Connection Failed
1036,Energy & Power,National Portal for Renewable purchase obligation (RPO),https://rpo.gov.in/,Connection Failed
1037,Energy & Power,National Portal for Rooftop Solar,https://solarrooftop.gov.in/,Connection Failed
1038,Energy & Power,National Power Portal,https://npp.gov.in/,Error (405)
1039,Energy & Power,"National Power Training Institute (NPTI), Faridabad",https://npti.gov.in/,Working
1040,Energy & Power,National Smart Grid Mission (NSGM),https://www.nsgm.gov.in/,Working
1041,Energy & Power,National Thermal Power Corporation (NTPC),https://www.ntpc.co.in/,Error (403)
1042,Energy & Power,North Eastern Electric Power Corporation Limited,https://neepco.co.in/,Error (401)
1043,Energy & Power,North Eastern Regional Load Despatch Center,https://www.nerldc.in/,Working
1044,Energy & Power,North Eastern Regional Power Committee,https://nerpc.gov.in/,Working
1045,Energy & Power,Northern Regional Load Despatch Centre,https://nrldc.in/,Connection Failed
1046,Energy & Power,Oil and Natural Gas Corporation Videsh Limited,https://ongcvidesh.com/,Connection Failed
1047,Energy & Power,"PFC Consulting Limited (PFCCL), New Delhi",https://www.pfcclindia.com/,Working
1048,Energy & Power,"Power Department, Delhi",https://power.delhi.gov.in/,Working
1049,Energy & Power,"Power Finance Corporation Limited, New Delhi",https://www.pfcindia.com/,Connection Failed
1050,Energy & Power,Power Foundation of India (PFI),https://powerfoundation.org.in/,Working
1051,Energy & Power,Power Grid Corporation of India Limited (POWERGRID),https://www.powergrid.in/,Working
1052,Energy & Power,Power Trading Corporation of India Limited (PTC),https://www.ptcindia.com/,Connection Failed
1053,Energy & Power,Pradhan Mantri Sahaj Bijli Har Ghar Yojana (Saubhagya),https://saubhagya.gov.in/,Connection Failed
1054,Energy & Power,Pradhan Mantri Surya Ghar Muft Bijli Yojana,https://pmsuryaghar.gov.in/,Working
1055,Energy & Power,"Punjab Energy Development Agencies (PEDA), Punjab",https://www.peda.gov.in/,Connection Failed
1056,Energy & Power,"Purvanchal Vidyut Vitaran Nigam Limited, Uttar Pradesh",https://puvvnl.up.nic.in/,Connection Failed
1057,Energy & Power,"Regional Inspectorial Organisation, Shillong",https://rioneshillong.gov.in/,Connection Failed
1058,Energy & Power,Renewable Energy Certificate Registry of India,https://www.recregistryindia.nic.in/,Working
1059,Energy & Power,Rural Electrification Corporation Limited,https://www.recindia.nic.in/,Connection Failed
1060,Energy & Power,Sardar Swaran Singh National Institute of Bio Energy (SSSNIRE),https://www.nibe.res.in/,Error (403)
1061,Energy & Power,Satluj Jal Vidyut Nigam Limited (SJVN),https://sjvn.nic.in/,Connection Failed
1062,Energy & Power,"Southern Power Distribution Company of AP Ltd. (APSPDCL), Andhra Pradesh",https://www.apspdcl.in/,Working
1063,Energy & Power,"Southern Power Distribution Company of Telangana Ltd., Andhra Pradesh",https://www.tssouthernpower.com/,Working
1064,Energy & Power,Southern Regional Load Despatch Centre,https://srldc.in/,Connection Failed
1065,Energy & Power,Southern Regional Power Committee,https://srpc.kar.nic.in/,Connection Failed
1066,Energy & Power,"State Load Despatch Centre (SLDC), Mizoram",https://sldc.mizoram.gov.in/,Working
1067,Energy & Power,"State Load Despatch Centre, Jabalpur, Madhya Pradesh",https://www.sldcmpindia.com/,Error (403)
1068,Energy & Power,(Error: Message: no such element: Unab),(Error),Extraction Error
1069,Energy & Power,"Tamilnadu Generation and Distribution Corporation Limited (TANGEDCO), Tamil Nadu",https://www.tangedco.org/en,Working
1070,Energy & Power,"Tamilnadu Power Finance and Infrastructure Development Corporation Limited, Tamil Nadu",https://www.tnpowerfinance.com/,Working
1071,Energy & Power,(Error: Message: no such element: Unab),(Error),Extraction Error
1072,Energy & Power,"Telangana State Renewable Energy Development Corporation Ltd., (TSREDCO), Telangana",https://tsredco.telangana.gov.in/,Connection Failed
1073,Energy & Power,"The Brihanmumbai Electric Supply &amp; Transport Undertaking | of the Brihanmumbai Mahanagarpalika, Maharashtra",https://www.bestundertaking.com/,Error (403)
1074,Energy & Power,(Error: Message: no such element: Unab),(Error),Extraction Error
1075,Energy & Power,"Urja Pay (Electricity Bill Payment), Andaman &amp; Nicobar Islands",https://urjapay.andaman.gov.in/,Connection Failed
1076,Energy & Power,"Uttar Pradesh Rajya Vidyut Utpadan Nigam Limited (UPRVUNL), Lucknow, Uttar Pradesh",https://www.uprvunl.org/,Working
1077,Energy & Power,"Uttarakhand Renewable Energy Development Agency Online (UREDA), Uttarakhand",https://uredaonline.uk.gov.in/,Timeout
1078,Energy & Power,"Vidyut Ombudsman, Andhra Pradesh",https://vidyutombudsman.ap.gov.in/,Connection Failed
1079,Energy & Power,"Vidyut Ombudsman, Telangana",https://vidyutombudsman-tserc.gov.in/,Working
1080,Energy & Power,Water and Power Consultancy Services (India) Limited (WAPCOS),https://www.wapcos.co.in/,Working
1081,Energy & Power,"West Bengal State Electricity Distribution Company Limited (WBSEDCL), West Bengal",https://www.wbsedcl.in/,Working
1082,Energy & Power,"West Bengal State Electricity Transmission Corporation Limited, West Bengal",https://www.wbsetcl.in/,Connection Failed
1083,Energy & Power,Western Regional Load Despatch Center,https://www.wrldc.in/,Dead (404)
1084,Energy & Power,Western Regional Power Committee (WRPC),https://www.wrpc.gov.in/,Working
1085,Energy & Power,"Zoram Energy Development Agency, Mizoram",https://zeda.mizoram.gov.in/,Working
1086,Energy & Power,e-Filing System of Central Electricity Regulatory Commission (CERC),https://cerc-efiling.gov.in/,Connection Failed
1087,Environment & Natural Resources,"Aapada Sampoorti, Bihar",https://aapda.bih.nic.in/,Timeout
1088,Environment & Natural Resources,Andhra Pradesh Pollution Control Board,https://pcb.ap.gov.in/,Working
1089,Environment & Natural Resources,Andhra Pradesh Water Resources Information &amp; Management System,https://apwrims.ap.gov.in/,Working
1090,Environment & Natural Resources,Animal Welfare Board of India (AWBI),https://awbi.gov.in/,Working
1091,Environment & Natural Resources,Aryabhatta Research Institute of Observational Sciences (ARIES),https://www.aries.res.in/,Timeout
1092,Environment & Natural Resources,Assam Project on Forest and Biodiversity Conservation Society (APFBC Society),https://apfbcs.nic.in/,Working
1093,Environment & Natural Resources,Assam Water Research and Management Institute Society (AWRMIS),https://awrmis.assam.gov.in/,Working
1094,Environment & Natural Resources,"Bankura District Forest, West Bengal",https://www.bankuraforest.in/,Working
1095,Environment & Natural Resources,Bansagar Control Board (BCB),https://bcb.gov.in/,Working
1096,Environment & Natural Resources,Betwa River Board (BRB),https://brb.nic.in/,Connection Failed
1097,Environment & Natural Resources,Bhu-Neer Portal,https://cgwa-bhuneer.mowr.gov.in/,Connection Failed
1098,Environment & Natural Resources,Botanical Survey of India (BSI),https://bsi.gov.in/,Error (405)
1099,Environment & Natural Resources,"CPREEC-EIACP Programme Centre, Resource Partner on Ecological Heritage and Sacred Sites of India",https://cpreecenvis.nic.in/,Connection Failed
1100,Environment & Natural Resources,"Center for Environmental Planning and Technology (CEPT), Gujarat",https://cept.ac.in/,Working
1101,Environment & Natural Resources,"Central Building Research Institute (CBRI), Roorkee",https://cbri.res.in/,Working
1102,Environment & Natural Resources,Central Ground Water Board (CGWB),https://cgwb.gov.in/,Connection Failed
1103,Environment & Natural Resources,(Error: Message: no such element: Unab),(Error),Extraction Error
1104,Environment & Natural Resources,Central Pollution Control Board (CPCB),https://cpcb.nic.in/,Connection Failed
